Gurugram,28.430860,76.929882
Gurugram,28.434028,76.934002
Gurugram,28.428894,76.943014
Gurugram,28.427458,76.944730
Gurugram,28.438250,76.938464
Gurugram,28.444437,76.960694
Gurugram,28.438171,76.978632
Gurugram,28.429263,76.997772
Gurugram,28.421938,77.035365
Gurugram,28.425711,77.043433
Gurugram,28.419218,77.046523
Gurugram,28.406232,77.058110
Gurugram,28.413100,77.069954
Gurugram,28.415967,77.078966
Gurugram,28.431289,77.097248
Gurugram,28.444646,77.103428
Gurugram,28.455511,77.100080
Gurugram,28.468262,77.095702
Gurugram,28.487574,77.108147
Gurugram,28.507637,77.085659
Gurugram,28.507637,77.085659
Gurugram,28.429539,76.963779
Gurugram,28.421536,76.968500
Gurugram,28.415547,76.989404
Gurugram,28.420921,76.984806
Gurugram,28.430019,76.993850
Gurugram,28.443075,76.981490
Gurugram,28.449564,76.975224
Gurugram,28.455403,76.995338
Gurugram,28.463172,77.012707
Gurugram,28.469358,77.020002
Gurugram,28.473053,77.034336
Gurugram,28.475843,77.043863
Gurugram,28.479010,77.047296
Gurugram,28.488288,77.055278
Gurugram,28.490849,77.068410
Gurugram,28.500427,77.076650
Gurugram,28.508043,77.083516
Gurugram,28.498839,77.091326
Gurugram,28.485033,77.083429
Gurugram,28.467830,77.085660
Gurugram,28.450171,77.077163
Gurugram,28.436962,77.066949
Gurugram,28.422619,77.053645
Gurugram,28.407066,77.045920
Gurugram,28.401100,77.039826
Gurugram,28.382822,77.013991
Gurugram,28.374438,77.002490
Gurugram,28.377004,76.994851
Gurugram,28.384247,76.979144
Gurugram,28.387719,76.977256
Gurugram,28.391266,76.985753
Gurugram,28.395040,76.994765
Gurugram,28.404552,76.994250
Gurugram,28.403795,77.005494
Gurugram,28.413608,77.012446
Gurugram,28.425458,77.009613
Gurugram,28.439646,77.004720
Gurugram,28.453757,76.999742
Gurugram,28.458585,77.017080
Gurugram,28.458206,77.032701
Gurugram,28.449602,77.043687
Gurugram,28.447714,77.049609
Gurugram,28.447184,77.046433
Gurugram,28.450654,77.043085
Gurugram,28.466725,77.041282
Gurugram,28.467780,77.036904
Gurugram,28.472148,77.052611
Gurugram,28.468374,77.061366
Gurugram,28.473654,77.067546
Gurugram,28.484743,77.081880
Gurugram,28.500356,77.079992
Gurugram,28.503145,77.088832
Gurugram,28.500805,77.076215
Gurugram,28.493109,77.059564
Gurugram,28.491976,77.079734
Gurugram,28.497481,77.100247
Gurugram,28.498911,77.102650
Gurugram,28.498080,77.098530
Gurugram,28.498973,77.092608
Gurugram,28.490523,77.090634
Gurugram,28.491804,77.079819
Gurugram,28.483278,77.066000
Gurugram,28.480485,77.058103
Gurugram,28.465092,77.034414
Gurugram,28.455583,77.014844
Gurugram,28.439507,77.001798
Gurugram,28.423603,77.000616
Gurugram,28.420582,77.003105
Gurugram,28.412579,76.986025
Gurugram,28.405556,76.980703
Gurugram,28.402535,76.967828
Gurugram,28.393624,76.965854
Gurugram,28.383379,76.952276
Gurugram,28.371597,76.938629
Gurugram,28.360569,76.926012
Gurugram,28.357395,76.913824
Gurugram,28.349916,76.899662
Gurugram,28.348328,76.894254
Gurugram,28.349837,76.888246
New Delhi,28.786941,77.010278
New Delhi,28.792730,77.018627
New Delhi,28.804462,77.027811
New Delhi,28.807845,77.007126
New Delhi,28.801585,76.990613
New Delhi,28.809857,76.994733
New Delhi,28.798799,77.003831
New Delhi,28.784807,77.019709
New Delhi,28.772317,77.005289
New Delhi,28.761255,77.003315
New Delhi,28.748838,76.977051
New Delhi,28.734914,76.962545
New Delhi,28.782767,77.142274
New Delhi,28.778402,77.151715
New Delhi,28.762944,77.175222
New Delhi,28.751580,77.171531
New Delhi,28.738710,77.152648
New Delhi,28.726892,77.124152
New Delhi,28.720342,77.099433
New Delhi,28.636605,77.145352
New Delhi,28.624625,77.124667
New Delhi,28.613246,77.098832
New Delhi,28.600736,77.103467
New Delhi,28.586265,77.090292
New Delhi,28.578274,77.101106
New Delhi,28.562669,77.117371
New Delhi,28.562140,77.135309
New Delhi,28.561083,77.141059
New Delhi,28.561835,77.135737
New Delhi,28.558592,77.115481
New Delhi,28.559194,77.089817
New Delhi,28.555498,77.068531
New Delhi,28.556703,77.052566
New Delhi,28.644568,77.226373
New Delhi,28.643286,77.228948
New Delhi,28.653453,77.254010
New Delhi,28.670773,77.280531
New Delhi,28.670773,77.280531
New Delhi,28.709809,77.273965
New Delhi,28.715510,77.159075
New Delhi,28.717917,77.132553
New Delhi,28.728942,77.152079
New Delhi,28.723521,77.149504
New Delhi,28.702856,77.158344
New Delhi,28.685801,77.153838
New Delhi,28.670664,77.132638
New Delhi,28.657483,77.108777
New Delhi,28.634244,77.097361
New Delhi,28.596266,77.042085
New Delhi,28.571363,77.074865
New Delhi,28.549103,77.197845
New Delhi,28.540355,77.186000
New Delhi,28.538167,77.158105
New Delhi,28.514560,77.119996
New Delhi,28.520595,77.140424
New Delhi,28.505206,77.145316
New Delhi,28.499321,77.151238
New Delhi,28.499998,77.126347
New Delhi,28.493616,77.125341
New Delhi,28.512622,77.132207
New Delhi,28.525743,77.111607
New Delhi,28.533358,77.089806
New Delhi,28.540369,77.067919
New Delhi,28.545872,77.049980
New Delhi,28.537727,77.028780
New Delhi,28.569103,77.237583
New Delhi,28.567820,77.227970
New Delhi,28.582455,77.224276
New Delhi,28.579062,77.214319
New Delhi,28.577704,77.199041
New Delhi,28.574009,77.177326
New Delhi,28.566093,77.163421
New Delhi,28.561116,77.167541
New Delhi,28.563301,77.195436
New Delhi,28.581352,77.220885
New Delhi,28.600192,77.230326
New Delhi,28.610062,77.223374
New Delhi,28.616691,77.231099
New Delhi,28.623998,77.228524
New Delhi,28.629157,77.229210
New Delhi,28.623580,77.220970
New Delhi,28.614763,77.204490
New Delhi,28.621377,77.202877
New Delhi,28.637799,77.214979
New Delhi,28.644878,77.213091
New Delhi,28.656476,77.204036
New Delhi,28.662801,77.181806
New Delhi,28.664494,77.172665
New Delhi,28.661630,77.148890
New Delhi,28.656658,77.122969
New Delhi,28.650706,77.113270
New Delhi,28.667952,77.092842
New Delhi,28.687905,77.091984
New Delhi,28.692496,77.073788
New Delhi,28.700927,77.085890
New Delhi,28.713345,77.102712
New Delhi,28.695426,77.078250
New Delhi,28.702878,77.054732
New Delhi,28.731076,77.176332
New Delhi,28.735515,77.153072
